id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
969269952905401606,https://www.nocarz.pl/rooms/969269952905401606,20241221052002,2024-12-21,previous scrape,Zimmer in Berlin-Neukölln,"Cozy and stylishly furnished room in the heart of the Neukölln. Within walking distance you are on the Weserstraße which, in addition to beautiful cafes and trendy bars, you have unusual vintage shops and restaurants to offer both the small and the big price. A bus stop as well as a supermarket are right outside the door.",,https://a0.muscache.com/pictures/hosting/Hosting-969269952905401606/original/ccff347b-7742-49a3-aa6d-3b7ceeac561b.jpeg,30726092,https://www.nocarz.pl/users/show/30726092,Jasmin,2015-04-06,"Berlin, Germany","",within an hour,100%,82%,f,https://a0.muscache.com/im/pictures/user/User-30726092/original/b5c1b9a0-e813-431d-8ad3-920beafe442f.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-30726092/original/b5c1b9a0-e813-431d-8ad3-920beafe442f.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Rixdorf,Neukölln,52.4831179,13.4444155,Private room in rental unit,Private room,2,,1 bath,,,"[""Toaster"", ""Hot water kettle"", ""Fire extinguisher"", ""Patio or balcony"", ""Kitchen"", ""Smoke alarm"", ""Bed linens"", ""Stove"", ""Cooking basics"", ""Lock on bedroom door"", ""HDTV"", ""Dishes and silverware"", ""Washer"", ""Wifi""]",,2,365,2,5,365,365,2.4,365.0,,t,0,0,0,0,2024-12-21,10,10,1,2024-01-03,2024-12-02,5.0,5.0,5.0,4.9,5.0,4.6,4.8,08/Z/AZ/013437-23,f,1,0,1,0,0.85
952205889160114205,https://www.nocarz.pl/rooms/952205889160114205,20241221052002,2024-12-21,previous scrape,Stylish room in center of hip Berlin Kreuzberg,"This listing is only for long-term rentals with a notice period of 3 months. Ein unbefristeter Wohnraummietvertrag wird abgeschlossen.<br /><br />LOCATION:<br />The room is located in a very beautiful building in the middle of the hip Berlin district Kreuzberg close to Berlin Mitte. The underground station Kottbusser Tor can be reached by foot within few minutes. It is the hotspot for charming cafes, bars and restaurants that serve specialities from all over the world.",,https://a0.muscache.com/pictures/miso/Hosting-952205889160114205/original/5bce3db9-4807-4bd4-8585-e0ae94dcf0f5.png,529388435,https://www.nocarz.pl/users/show/529388435,Gabi,2023-08-02,,Happy to help you settle in.,within an hour,100%,52%,f,https://a0.muscache.com/im/pictures/user/User-529388435/original/f79f9cc9-f775-40a5-8b62-85a45a272a44.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-529388435/original/f79f9cc9-f775-40a5-8b62-85a45a272a44.jpeg?aki_policy=profile_x_medium,,96,102,"['email', 'phone']",t,t,,südliche Luisenstadt,Friedrichshain-Kreuzberg,52.4963,13.42334,Private room in rental unit,Private room,2,,1 shared bath,1,,"[""Wine glasses"", ""Kitchen"", ""Dishes and silverware"", ""Clothing storage"", ""Stove"", ""Refrigerator"", ""Hot water"", ""Central heating"", ""Drying rack for clothing"", ""Cleaning products"", ""Dining table"", ""Shower gel"", ""Hangers"", ""Dedicated workspace"", ""Essentials"", ""Washer"", ""Oven"", ""Bathtub"", ""Cooking basics"", ""Wifi"", ""Iron""]",,30,60,30,30,60,60,30.0,60.0,,t,29,59,89,269,2024-12-21,1,1,0,2024-05-07,2024-05-07,4.0,5.0,4.0,5.0,5.0,5.0,5.0,"Legal entity name and Legal form: ZHI <br/>Legal representatives or Trade register number: HRB <br/> Entity address: Gipsstraße, 10119, Berlin, Germany <br/>Listing address: Ohlauer Straße, 10999, Berlin, Germany",f,71,12,59,0,0.13
939823054825972532,https://www.nocarz.pl/rooms/939823054825972532,20241221052002,2024-12-21,city scrape,Altbauwohnung P-Berg mit Balkon.,"Room in an old building in the heart of Prenzlauer Berg. Hotspots such as Mauerpark, Schönhauser Allee, etc. within walking distance. <br />The apartment is minimalist and slightly Asian furnished. <br /><br />Room in an old building apartment in the heart of Prenzlauer Berg. Hotspots like Mauerpark, Schönhauser Allee, etc. within walking distance. <br />The apartment is minimalist and slightly Asian-inspired furnished.",,https://a0.muscache.com/pictures/hosting/Hosting-939823054825972532/original/fb3069d3-d697-40a6-9305-7e615bf52b7b.jpeg,417786754,https://www.nocarz.pl/users/show/417786754,Marcel,2021-08-10,"Berlin, Germany","",within an hour,100%,68%,t,https://a0.muscache.com/im/pictures/user/User-417786754/original/a06956bc-72a6-4ef7-964e-26e3562d9980.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-417786754/original/a06956bc-72a6-4ef7-964e-26e3562d9980.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Prenzlauer Berg Nordwest,Pankow,52.55424510160347,13.405276034442958,Private room in rental unit,Private room,2,1.0,1 bath,1,1,"[""Wine glasses"", ""Bikes"", ""Kitchen"", ""Shampoo"", ""Smoke alarm"", ""Sound system with Bluetooth and aux"", ""Cooking basics"", ""Dishes and silverware"", ""Hot water kettle"", ""Patio or balcony"", ""Stove"", ""Microwave"", ""BBQ grill"", ""Refrigerator"", ""Freezer"", ""Hot water"", ""Exercise equipment: yoga mat"", ""Baking sheet"", ""Clothing storage: wardrobe"", ""Record player"", ""Shower gel"", ""Game console: Nintendo Switch and PS4"", ""Body soap"", ""Heating"", ""Dedicated workspace"", ""Pets allowed"", ""Host greets you"", ""Essentials"", ""Washer"", ""Dishwasher"", ""Toaster"", ""Oven"", ""Bathtub"", ""TV"", ""Cleaning products"", ""Rice maker"", ""Wifi""]",$109.00,3,14,3,3,14,14,3.0,14.0,,t,29,59,89,179,2024-12-21,30,22,0,2023-09-25,2024-10-12,5.0,4.8,4.77,4.97,5.0,4.9,4.9,03/Z/AZ/008434-23,f,1,0,1,0,1.98
19753755,https://www.nocarz.pl/rooms/19753755,20241221052002,2024-12-21,city scrape,Apartment City Berlin West,"The one-bedroom apartment Eisenacher Str. 11 /corner of Nollendorfstraße is a small, bright apartment with a private bathroom and kitchen on the 2nd floor with elevator. From the apartment you can look at a quiet neighboring street with some shops.","In the house there is a bakery. There are only 150-250 meters to various supermarkets. Just around the corner are some well-known restaurants, snacks, small shops. One lives between the Kurfürstendamm and the Potsdamer Platz, the middle west and the middle east near the Tiergarten with its recreational facilities and the embassy district. On Wednesdays and Saturdays, the nearby Winterfeldtplatz is a well-known market beyond the borders of Berlin.",https://a0.muscache.com/pictures/miso/Hosting-19753755/original/967b1e72-d686-44f5-a394-08776a60fad3.jpeg,662565,https://www.nocarz.pl/users/show/662565,Gisella,2011-06-04,"Berlin, Germany","Welcome to Berlin...
We offer comfortable, fully furnished apartments and flats at affordable prices, located directly in the City Centre of Berlin.
Enjoy an uncomplicated stay whenever you want to with all you need for a short or longer visit. 
See you soon...
Gisella",within an hour,100%,100%,t,https://a0.muscache.com/im/users/662565/profile_pic/1430138790/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/662565/profile_pic/1430138790/original.jpg?aki_policy=profile_x_medium,Schöneberg,6,13,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Schöneberg-Nord,Tempelhof - Schöneberg,52.49742,13.34932,Entire rental unit,Entire home/apt,2,1.0,1 bath,0,6,"[""Wine glasses"", ""Kitchen"", ""Shampoo"", ""Bed linens"", ""Crib"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dishes and silverware"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""Hair dryer"", ""Clothing storage"", ""Stove"", ""Microwave"", ""Refrigerator"", ""Hot water"", ""Portable fans"", ""Pack \u2019n play/Travel crib"", ""TV with standard cable"", ""Drying rack for clothing"", ""Dining table"", ""Luggage dropoff allowed"", ""Hangers"", ""Paid parking on premises"", ""Body soap"", ""Heating"", ""Host greets you"", ""Essentials"", ""Washer"", ""Carbon monoxide alarm"", ""Toaster"", ""High chair"", ""Cleaning products"", ""Paid street parking off premises"", ""Wifi"", ""Single level home"", ""Iron""]",$68.00,1,365,1,183,366,1125,180.5,376.3,,t,0,13,43,318,2024-12-21,186,2,0,2017-07-18,2024-08-05,4.63,4.76,4.61,4.9,4.91,4.89,4.62,07/Z/ZE/003039-16,t,4,4,0,0,2.06
18659334,https://www.nocarz.pl/rooms/18659334,20241221052002,2024-12-21,city scrape,The BERLIN Getaway/simply beautiful 70qm,The BERLIN Getaway is your unique and new renovated home for your stay in Berlin. It´s comfortable and fully equipped. 2 bedrooms with new and high-quality mattresses. 1 min to the next Bus and Tram station. 20 min to the city center. 3 parks an a lot of green in the immediate vicinity for relaxing or jogging. We provide fresh towels and linen for you. We have 4 new bikes for a little rent to get to know the city. You are very welcome in Berlin!,The apartment is located in a friendly environment in one of Berlin's most beautiful districts. The former diplomatic quarter with interesting historical buildings is the ideal starting point to experience the city like a Berliner.,https://a0.muscache.com/pictures/7f5bf3b9-cf64-40e7-b5be-5deb974f3105.jpg,129674043,https://www.nocarz.pl/users/show/129674043,Christoph,2017-05-10,"Berlin, Germany","Aloha,
we love travelling, different cultures, art, motorcycles and we are happy to host.
Our home is next door to the apartment you are renting and we are true Berliner. We are pleased to meet you in the historic east side of Berlin!",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-129674043/original/42a85de2-14da-4028-b68b-a92a7fcc62a5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-129674043/original/42a85de2-14da-4028-b68b-a92a7fcc62a5.jpeg?aki_policy=profile_x_medium,Niederschönhausen,1,1,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Schönholz/Wilhelmsruh/Rosenthal,Pankow,52.57378,13.39661,Entire guest suite,Entire home/apt,4,1.0,1 bath,2,2,"[""Wine glasses"", ""Free parking on premises"", ""Coffee"", ""Kitchen"", ""Room-darkening shades"", ""Shampoo"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Sound system"", ""Dishes and silverware"", ""Ethernet connection"", ""Private patio or balcony"", ""Safe"", ""Game console"", ""Hot water kettle"", ""Long term stays allowed"", ""Hair dryer"", ""Clothing storage"", ""Stove"", ""Microwave"", ""BBQ grill"", ""Refrigerator"", ""Freezer"", ""Hot water"", ""Barbecue utensils"", ""Pack \u2019n play/Travel crib"", ""Children\u2019s books and toys"", ""TV with standard cable, Netflix"", ""Baking sheet"", ""Private entrance"", ""Lockbox"", ""Outdoor furniture"", ""Books and reading material"", ""Fire extinguisher"", ""Dining table"", ""Luggage dropoff allowed"", ""Hangers"", ""Babysitter recommendations"", ""Body soap"", ""Heating"", ""Dedicated workspace"", ""Host greets you"", ""Essentials"", ""Washer"", ""Carbon monoxide alarm"", ""First aid kit"", ""Fire pit"", ""Outdoor dining area"", ""Dishwasher"", ""Garden view"", ""Toaster"", ""High chair"", ""Oven"", ""Backyard"", ""Self check-in"", ""Cleaning products"", ""Coffee maker: espresso machine"", ""Wifi"", ""Single level home"", ""Iron"", ""Free street parking""]",$202.00,3,90,2,3,1125,1125,2.9,1125.0,,t,15,41,71,112,2024-12-21,152,4,0,2017-05-26,2024-10-02,4.95,4.97,4.98,4.97,4.98,4.69,4.85,03/Z/AZ/006808-21,t,1,1,0,0,1.65
1232518407535226634,https://www.nocarz.pl/rooms/1232518407535226634,20241221052002,2024-12-21,city scrape,"Blueground | Prenzlauer Berg, Balcony, Furnished","Feel at home wherever you choose to live with Blueground. You’ll love this lovely Prenzlauer Berg furnished one bedroom apartment with its modern decor, fully equipped kitchen, and exquisite living room with great balcony views. Ideally located, you’re close to all the best that Berlin has to offer! (ID #BER321)","This furnished apartment is located in Prenzlauer Berg, a centrally located and family friendly neighborhood in northeast Berlin. The area is known for its relatively young population, and is especially popular for those with young children. There are cafes and restaurants throughout the area, including notable international options like Wen Cheng Handpulled Noodles. Anyone who likes to cook will be pleased by the selection of local supermarkets and Prenzlauer Berg hosts a popular Sunday farmer's market at Mauerpark. The MACHmit! Museum for Children and the Zeiss Planetarium are both located in the neighborhood. Prenzlauer Berg is served by several U-Bahn and bus lines.",https://a0.muscache.com/pictures/prohost-api/Hosting-1232518407535226634/original/ebd35c94-a2dd-43df-8844-7ba4953b1ff7.jpeg,434485440,https://www.nocarz.pl/users/show/434485440,Blueground,2021-12-03,"Berlin, Germany","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within a few hours,70%,99%,f,https://a0.muscache.com/im/pictures/user/98fbf951-af01-449c-889e-c955e0f99c8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/98fbf951-af01-449c-889e-c955e0f99c8f.jpg?aki_policy=profile_x_medium,,322,325,"['email', 'phone']",t,t,"Berlin, Germany",Prenzlauer Berg Süd,Pankow,52.532189,13.4259495,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Kitchen"", ""Shampoo"", ""Bed linens"", ""Crib"", ""Smoke alarm"", ""Long term stays allowed"", ""Hair dryer"", ""Patio or balcony"", ""Microwave"", ""Refrigerator"", ""Hot water"", ""Private entrance"", ""Lockbox"", ""Hangers"", ""Heating"", ""Dedicated workspace"", ""Pets allowed"", ""Essentials"", ""Dishwasher"", ""High chair"", ""Oven"", ""TV"", ""Washer \u2013\u00a0In unit"", ""Self check-in"", ""Cooking basics"", ""Wifi"", ""Iron""]",$87.00,92,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,2,2024-12-21,0,0,0,,,,,,,,,,,t,318,318,0,0,
13669202,https://www.nocarz.pl/rooms/13669202,20241221052002,2024-12-21,city scrape,Retro Design Mitte *flat for 4* AP7,"Snapshot: <br />100 m2 <br />1 bedroom rooms, 1 vintage style bathroom, modern kitchen, 1 huge living room<br />sleeps 4 - quiet/ courtyard facing<br />Top floor NEW: Lift<br />plenty of restaurants in neighbourhood <br />wifi  (moderate connection, good for emails, no streaming etc)",Birkenstrasse U-bahn/ tube station 2 meters<br /><br />Central Station (central station) 2.8 km <br />Tiergarten (central park)  1.9 km<br />Brandenburg Gate 3.6 Km <br />Berlin Zoologischer Garten  3.5 km <br />Schoenefeld Airport  25.6 km,https://a0.muscache.com/pictures/105e2d87-7a92-4ecc-9f62-f749cfb70bb2.jpg,8492684,https://www.nocarz.pl/users/show/8492684,Maximilian,2013-08-28,"Berlin, Germany",Originally from Berlin I work in the creative industry and love my city.,N/A,N/A,0%,f,https://a0.muscache.com/im/pictures/user/cb146412-93bc-44a5-9930-937baebf45e1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cb146412-93bc-44a5-9930-937baebf45e1.jpg?aki_policy=profile_x_medium,Moabit,4,7,"['email', 'phone']",t,t,"Berlin, Germany",Moabit West,Mitte,52.53127,13.34039,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,4,"[""Kitchen"", ""Shampoo"", ""Bed linens"", ""Crib"", ""Smoke alarm"", ""Dishes and silverware"", ""Exterior security cameras on property"", ""Coffee maker"", ""Hair dryer"", ""Patio or balcony"", ""Stove"", ""Refrigerator"", ""Freezer"", ""Hot water"", ""Pack \u2019n play/Travel crib"", ""Shower gel"", ""Hangers"", ""Body soap"", ""Heating"", ""Essentials"", ""Oven"", ""Cooking basics"", ""Paid street parking off premises"", ""Wifi"", ""Iron""]",$90.00,93,1125,93,93,1125,1125,93.0,1125.0,,t,29,59,89,179,2024-12-21,237,0,0,2016-07-10,2023-07-20,4.56,4.68,4.75,4.78,4.64,4.77,4.65,,t,4,4,0,0,2.3
17836549,https://www.nocarz.pl/rooms/17836549,20241221052002,2024-12-21,previous scrape,Cozy room in spacious flat with kitten,"One bedrooom and a big shared living room. / You have one bedroom. We share a big bright living room.<br /><br />Our spacious 140sqm flat is cozy, with high walls and a fabulous 180 degree view on the streets of Neukölln. / In our living room is the most exciting movie - half the world on a street. In the middle of Neukölln, opposite two relaxed bars, a cozy cafe, very close art and good restaurants.<br /><br />We have a cat. / There is one Katze.","Located at a crossing of two quiet streets, it's the best out both: central but quiet. Shops, international restaurants, the subway and the famous Klunkerkranich, Neuköllns legendary rooftop bar, are only minutes away.",https://a0.muscache.com/pictures/7f466a9a-efd0-403b-a0a2-6ab012501014.jpg,9194512,https://www.nocarz.pl/users/show/9194512,Joy,2013-10-02,"Berlin, Germany","Theatermacher*in, Autor*in",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/9194512/profile_pic/1396908243/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9194512/profile_pic/1396908243/original.jpg?aki_policy=profile_x_medium,Neukölln,4,4,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Neuköllner Mitte/Zentrum,Neukölln,52.48168,13.43286,Private room in rental unit,Private room,1,,1.5 baths,,,"[""Coffee maker"", ""Hair dryer"", ""Kitchen"", ""Shampoo"", ""Hangers"", ""Refrigerator"", ""Heating"", ""Dryer"", ""Essentials"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Free street parking"", ""Wifi""]",,1000,1124,1000,1000,1124,1124,1000.0,1124.0,,t,0,0,0,0,2024-12-21,18,0,0,2017-04-11,2021-04-28,4.89,4.89,4.56,5.0,4.94,4.94,4.94,08/Z/AZ/006241-18,f,3,1,2,0,0.19
20315617,https://www.nocarz.pl/rooms/20315617,20241221052002,2024-12-21,previous scrape,Penthouse with terrace in cozy neighbourhood,"Very rare penthouse with breathtaking sunset views! It is located in the funky district Prenzlauer Berg - loved by hipsters and young families. There are scenic cafes,  restaurants and a lovely park just around the corner. Within 3 subway stations you are in the city center (Mitte / Rosa-Luxemburg-Platz). <br /><br />The apartment is bright and stylish. Enjoy a BBQ (Weber gas grill) on the terrace or watch amazing sunsets on the extra long balcony. You will not want to leave this amazing place!","You will be located in the funky district Prenzlauer Berg - loved by hipsters and young families. There are scenic cafes,  restaurants and a lovely park (Arnimplatz) just around the corner. It is a cosy area with cobbled streets and beautiful old buildings. You may enjoy a small cute grocery market close to the apartment on Saturdays. There are also 2 supermarkets within 5-8 minutes walking distance.<br /><br />You will be at the lively ""Mauerpark"" with diverse musicians, open air karaoke, and the famous market (on Sundays) within 15-20 minutes walking. The Kastanienallee (also called casting alley ;) with lots of little local fashion & interior shops, more cafes and restaurants is 25 walking minutes away (or just 1 subway station).",https://a0.muscache.com/pictures/4ad173b7-e794-4df6-b479-3853e0040d75.jpg,19019871,https://www.nocarz.pl/users/show/19019871,Val,2014-07-28,"Cologne, Germany",Hi there,N/A,N/A,31%,f,https://a0.muscache.com/im/users/19019871/profile_pic/1406795044/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/19019871/profile_pic/1406795044/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,"Berlin, Germany",Prenzlauer Berg Nordwest,Pankow,52.55484,13.40618,Entire loft,Entire home/apt,5,,1.5 baths,2,,"[""Kitchen"", ""Shampoo"", ""Smoke alarm"", ""Long term stays allowed"", ""Hair dryer"", ""Hot water"", ""Dryer"", ""Children\u2019s books and toys"", ""Pack \u2019n play/Travel crib"", ""Paid parking off premises"", ""TV with standard cable"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Hangers"", ""Indoor fireplace"", ""Heating"", ""Essentials"", ""Washer"", ""Elevator"", ""Wifi"", ""Iron""]",,92,1125,92,92,1125,1125,92.0,1125.0,,t,0,0,0,0,2024-12-21,0,0,0,,,,,,,,,,,f,1,1,0,0,
46034525,https://www.nocarz.pl/rooms/46034525,20241221052002,2024-12-21,city scrape,Next to U8/U7 - Top Floor Quiet Backyard Room,"The very well-located Altbau flat is totally newly renovated in a charming well maintained old building, it has a balcony, a bathtub, and an underfloor heating system.<br />The room offers you a very quiet and relaxing sleep. Even with the vivid location, the flat is facing a quiet courtyard with a very pleasant atmosphere.","Close to the canals, Landwehr Canal/Maybahufer/Paul-Lincke-Ufer, and the borders of Kreuzberg close to the hipster part of Neukölln. We call it Kreuzkölln (Kreuz-Kölln).<br />Surrounded by art and culture, and people from all around the world we are in one of the most exciting Berlin hot spots. Close to Weserstraße and Graeferstraße, with a lot of charming cafes, second-hand shops, pubs, and restaurants.<br />There are many supermarket possibilities just crossing the street like Bio-Company, Rewe, Edeka, DM, Galleria Karstadt, Bauhaus, Conrad, and Aldi, as well as the park entrance.",https://a0.muscache.com/pictures/54398196-5108-4966-8614-852ff6c7b232.jpg,2516274,https://www.nocarz.pl/users/show/2516274,Kali,2012-06-01,"São Paulo, Brazil","I am Kali, a stylist and costume designer from São Paulo, Brazil. I live and work in berlin since 2016. I have a guest room that I rent sometimes when it’s not so busy with friends & family, work or time with myself.",within an hour,100%,22%,t,https://a0.muscache.com/im/pictures/user/9b976926-6e2b-470f-aaca-15760422fbba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b976926-6e2b-470f-aaca-15760422fbba.jpg?aki_policy=profile_x_medium,,1,5,"['email', 'phone']",t,t,"Berlin, Germany",Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,52.48795700073242,13.420592308044434,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Private backyard \u2013 Fully fenced"", ""Fast wifi \u2013 56 Mbps"", ""Wine glasses"", ""Kitchen"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Private gym nearby"", ""Dishes and silverware"", ""Ethernet connection"", ""Private patio or balcony"", ""Bosch induction stove"", ""Hot water kettle"", ""Hair dryer"", ""Clothing storage"", ""Refrigerator"", ""Freezer"", ""Hot water"", ""Cleaning products"", ""Dining table"", ""Hangers"", ""Heating"", ""Host greets you"", ""Essentials"", ""Dishwasher"", ""Toaster"", ""Paid parking lot off premises"", ""Smoking allowed"", ""Courtyard view"", ""Free washer \u2013 In unit"", ""Oven"", ""Bathtub"", ""Coffee maker: french press, Nespresso"", ""Cooking basics"", ""Iron"", ""Free street parking""]",$71.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,30,60,90,180,2024-12-21,21,4,0,2022-05-06,2024-09-28,4.81,4.95,4.76,4.9,4.9,4.76,4.71,02/Z/AZ/015440-22,f,1,0,1,0,0.66
41225031,https://www.nocarz.pl/rooms/41225031,20241221052002,2024-12-21,previous scrape,Cozy City Apartment in Prenzlauer Berg,"Very charming, cozy & comfortable apartment in trendy, centrally located neighborhood. Great light, newly renovated, wood floors, big Eat-in kitchen and a comfortable double bed. Easily accessible by Tram M10, Bus 200 and the ""Ring-Bahn"" S41/S42. One of Berlin's loveliest parks -Volkspark Friedrichshain- is only 5min walk away and all of Berlin's attractions easy to access by public transport or by bike.","Very close to Alexander Platz, Warschauer Straße, Hackescher Markt, Kollwitz Platz, Friedrichstraße and the Museum Island. “ Volkspark Friedrichshain” within 5 mins walking distance.. perfect for sporting or just a little walk.",https://a0.muscache.com/pictures/057be7d9-e0d7-4b54-9cee-8ad9cda9c731.jpg,55780190,https://www.nocarz.pl/users/show/55780190,Fraenze,2016-01-23,"Berlin, Germany","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/User-55780190/original/d4390020-a886-463f-a2b2-665d258238f2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-55780190/original/d4390020-a886-463f-a2b2-665d258238f2.jpeg?aki_policy=profile_x_medium,Prenzlauer Berg,1,1,"['email', 'phone']",t,t,"Berlin, Germany",Prenzlauer Berg Ost,Pankow,52.53653,13.44188,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Dishwasher"", ""Kitchen"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Refrigerator"", ""Stove"", ""Hot water"", ""Heating"", ""Oven"", ""Cooking basics"", ""Essentials"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Free street parking"", ""Wifi""]",,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-12-21,3,0,0,2020-02-16,2020-09-06,5.0,5.0,5.0,4.67,5.0,4.67,4.33,03/Z/AZ/005284-20,f,1,1,0,0,0.05
1015857395460992949,https://www.nocarz.pl/rooms/1015857395460992949,20241221052002,2024-12-21,city scrape,Hotel Comenius - Twin room,"Twin Room: For travelers who prefer separate beds, our Twin Rooms offer the ideal solution. Enjoy the comfort of two single beds and spend a pleasant night in our hotel.",,https://a0.muscache.com/pictures/prohost-api/Hosting-1015857395460992949/original/cb34e1f9-9036-4173-8c32-eadb975a6c5d.png,539383070,https://www.nocarz.pl/users/show/539383070,Marco,2023-09-28,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-539383070/original/e1beed59-bba2-460d-9b09-9e4f845d68ce.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-539383070/original/e1beed59-bba2-460d-9b09-9e4f845d68ce.png?aki_policy=profile_x_medium,,14,16,"['email', 'phone']",t,t,,Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,52.51317813900445,13.44964009823347,Room in hotel,Private room,2,1.0,1 shared bath,1,2,"[""Hair dryer"", ""Hangers"", ""Bed linens"", ""Crib"", ""TV"", ""Smoke alarm"", ""Body soap"", ""Heating"", ""Dedicated workspace"", ""Backyard"", ""Elevator"", ""Self check-in"", ""Essentials"", ""First aid kit"", ""Carbon monoxide alarm"", ""Keypad"", ""Wifi""]",$66.00,1,364,1,1,364,364,1.0,364.0,,t,23,45,69,338,2024-12-21,22,21,1,2023-11-11,2024-11-23,4.86,4.86,4.59,4.73,4.82,4.82,4.82,"Legal entity name and Legal form: Hotel Comenius GmbH <br/>Legal representatives or Trade register number:  HRB 33726 P <br/> Entity address: Paul-Schneider-Str. 17, 14513, Teltow, Brandenburg <br/>Listing address: Grünberger Str. 22, 10243, Berlin, Berlin",f,14,2,12,0,1.62
